	black_rockcod.fa	stickleback
OG0006262	XP_010766782.1	ENSGACP00000022814.1
OG0006263	XP_010766785.1	ENSGACP00000022796.1
OG0006264	XP_010766788.1	ENSGACP00000019554.1
OG0006265	XP_010766791.1	ENSGACP00000018914.1
OG0006266	XP_010766792.1	ENSGACP00000022756.1
OG0006267	XP_010766804.1	ENSGACP00000010622.1
OG0006268	XP_010766805.1	ENSGACP00000010609.1
OG0006269	XP_010766806.1	ENSGACP00000010588.1
OG0006270	XP_010766807.1	ENSGACP00000010498.1
OG0006271	XP_010766809.1	ENSGACP00000018900.1
OG0006272	XP_010766810.1	ENSGACP00000018902.1
OG0006273	XP_010766811.1	ENSGACP00000026341.1
OG0006274	XP_010766812.1	ENSGACP00000010697.1
OG0006275	XP_010766814.1	ENSGACP00000010635.1
OG0006276	XP_010766816.1	ENSGACP00000010525.1
OG0006277	XP_010766818.1	ENSGACP00000011068.1
OG0006278	XP_010766819.1	ENSGACP00000011076.1
OG0006279	XP_010766820.1	ENSGACP00000011592.1
OG0006280	XP_010766824.1	ENSGACP00000011556.1
OG0006281	XP_010766826.1	ENSGACP00000011543.1
OG0006282	XP_010766828.1	ENSGACP00000011497.1
OG0006283	XP_010766829.1	ENSGACP00000011508.1
OG0006284	XP_010766831.1	ENSGACP00000011527.1
OG0006285	XP_010766832.1	ENSGACP00000011533.1
OG0006286	XP_010766834.1	ENSGACP00000011455.1
OG0006287	XP_010766835.1	ENSGACP00000011441.1
OG0006288	XP_010766839.1	ENSGACP00000010924.1
OG0006289	XP_010766843.1	ENSGACP00000021593.1
OG0006290	XP_010766848.1	ENSGACP00000012445.1
OG0006291	XP_010766850.1	ENSGACP00000008432.1
OG0006292	XP_010766852.1	ENSGACP00000018808.1
OG0006293	XP_010766854.1	ENSGACP00000006170.1
OG0006294	XP_010766856.1	ENSGACP00000017890.1
OG0006295	XP_010766858.1	ENSGACP00000002633.1
OG0006296	XP_010766860.1	ENSGACP00000002626.1
OG0006297	XP_010766861.1	ENSGACP00000002605.1
OG0006298	XP_010766866.1	ENSGACP00000025372.1
OG0006299	XP_010766869.1	ENSGACP00000002555.1
OG0006300	XP_010766870.1	ENSGACP00000002551.1
OG0006301	XP_010766871.1	ENSGACP00000002545.1
OG0006302	XP_010766872.1	ENSGACP00000002542.1
OG0006303	XP_010766873.1	ENSGACP00000002538.1
OG0006304	XP_010766874.1	ENSGACP00000002530.1
OG0006305	XP_010766878.1	ENSGACP00000027606.1
OG0006306	XP_010766886.1	ENSGACP00000007715.1
OG0006307	XP_010766889.1	ENSGACP00000025356.1
OG0006308	XP_010766891.1	ENSGACP00000014378.1
OG0006309	XP_010766892.1	ENSGACP00000015445.1
OG0006310	XP_010766893.1	ENSGACP00000010900.1
OG0006311	XP_010766894.1	ENSGACP00000025775.1
OG0006312	XP_010766895.1	ENSGACP00000025795.1
OG0006313	XP_010766914.1	ENSGACP00000019414.1
OG0006314	XP_010766921.1	ENSGACP00000004597.1
OG0006315	XP_010766927.1	ENSGACP00000019104.1
OG0006316	XP_010766928.1	ENSGACP00000025543.1
OG0006317	XP_010766930.1	ENSGACP00000025544.1
OG0006318	XP_010766931.1	ENSGACP00000021417.1
OG0006319	XP_010766932.1	ENSGACP00000022745.1
OG0006320	XP_010766935.1	ENSGACP00000016055.1
OG0006321	XP_010766937.1	ENSGACP00000006105.2
OG0006322	XP_010766940.1	ENSGACP00000007815.1
OG0006323	XP_010766954.1	ENSGACP00000008634.1
OG0006324	XP_010766955.1	ENSGACP00000008677.1
OG0006325	XP_010766960.1	ENSGACP00000025237.1
OG0006326	XP_010766961.1	ENSGACP00000025257.1
OG0006327	XP_010766962.1	ENSGACP00000025228.1
OG0006328	XP_010766963.1	ENSGACP00000025245.1
OG0006329	XP_010766965.1	ENSGACP00000025251.2
OG0006330	XP_010766967.1	ENSGACP00000022740.1
OG0006331	XP_010766968.1	ENSGACP00000009085.1
OG0006332	XP_010766969.1	ENSGACP00000009100.1
OG0006333	XP_010766979.1	ENSGACP00000017851.1
OG0006334	XP_010766983.1	ENSGACP00000008751.1
OG0006335	XP_010766985.1	ENSGACP00000008743.1
OG0006336	XP_010766987.1	ENSGACP00000025753.1
OG0006337	XP_010766988.1	ENSGACP00000025745.1
OG0006338	XP_010766990.1	ENSGACP00000025760.1
OG0006339	XP_010766991.1	ENSGACP00000025761.1
OG0006340	XP_010766992.1	ENSGACP00000025770.1
OG0006341	XP_010766994.1	ENSGACP00000025772.1
OG0006342	XP_010766998.1	ENSGACP00000005041.2
OG0006343	XP_010766999.1	ENSGACP00000005010.1
OG0006344	XP_010767000.1	ENSGACP00000005027.1
OG0006345	XP_010767003.1	ENSGACP00000001076.1
OG0006346	XP_010767008.1	ENSGACP00000020615.1
OG0006347	XP_010767014.1	ENSGACP00000020611.1
OG0006348	XP_010767019.1	ENSGACP00000019655.1
OG0006349	XP_010767022.1	ENSGACP00000025249.1
OG0006350	XP_010767023.1	ENSGACP00000025252.1
OG0006351	XP_010767035.1	ENSGACP00000007197.1
OG0006352	XP_010767038.1	ENSGACP00000007229.1
OG0006353	XP_010767040.1	ENSGACP00000012810.1
OG0006354	XP_010767044.1	ENSGACP00000024454.1
OG0006355	XP_010767049.1	ENSGACP00000017556.1
OG0006356	XP_010767052.1	ENSGACP00000001225.1
OG0006357	XP_010767057.1	ENSGACP00000003998.1
OG0006358	XP_010767060.1	ENSGACP00000024000.1
OG0006359	XP_010767061.1	ENSGACP00000017178.1
OG0006360	XP_010767063.1	ENSGACP00000021729.1
OG0006361	XP_010767064.1	ENSGACP00000021735.1
OG0006362	XP_010767071.1	ENSGACP00000013124.1
OG0006363	XP_010767073.1	ENSGACP00000013067.1
OG0006364	XP_010767074.1	ENSGACP00000008299.1
OG0006365	XP_010767080.1	ENSGACP00000003408.1
OG0006366	XP_010767081.1	ENSGACP00000026147.1
OG0006367	XP_010767093.1	ENSGACP00000024968.1
OG0006368	XP_010767095.1	ENSGACP00000022529.1
OG0006369	XP_010767096.1	ENSGACP00000022522.1
OG0006370	XP_010767104.1	ENSGACP00000012884.1
OG0006371	XP_010767105.1	ENSGACP00000017191.2
OG0006372	XP_010767109.1	ENSGACP00000022560.1
OG0006373	XP_010767110.1	ENSGACP00000003825.1
OG0006374	XP_010767115.1	ENSGACP00000005837.1
OG0006375	XP_010767118.1	ENSGACP00000023422.1
OG0006376	XP_010767123.1	ENSGACP00000014281.1
OG0006377	XP_010767125.1	ENSGACP00000014292.1
OG0006378	XP_010767127.1	ENSGACP00000008262.1
OG0006379	XP_010767134.1	ENSGACP00000022921.1
OG0006380	XP_010767137.1	ENSGACP00000009269.1
OG0006381	XP_010767138.1	ENSGACP00000002911.1
OG0006382	XP_010767141.1	ENSGACP00000002890.1
OG0006383	XP_010767147.1	ENSGACP00000002849.1
OG0006384	XP_010767158.1	ENSGACP00000002776.1
OG0006385	XP_010767159.1	ENSGACP00000002774.1
OG0006386	XP_010767160.1	ENSGACP00000002764.1
OG0006387	XP_010767164.1	ENSGACP00000002754.1
OG0006388	XP_010767192.1	ENSGACP00000007874.1
OG0006389	XP_010767197.1	ENSGACP00000007996.1
OG0006390	XP_010767199.1	ENSGACP00000007962.1
OG0006391	XP_010767200.1	ENSGACP00000007965.1
OG0006392	XP_010767202.1	ENSGACP00000002797.1
OG0006393	XP_010767203.1	ENSGACP00000007886.1
OG0006394	XP_010767205.1	ENSGACP00000019238.1
OG0006395	XP_010767207.1	ENSGACP00000019244.1
OG0006396	XP_010767208.1	ENSGACP00000019228.1
OG0006397	XP_010767220.1	ENSGACP00000019276.1
OG0006398	XP_010767221.1	ENSGACP00000019246.1
OG0006399	XP_010767222.1	ENSGACP00000021445.1
OG0006400	XP_010767230.1	ENSGACP00000012144.1
OG0006401	XP_010767231.1	ENSGACP00000012127.1
OG0006402	XP_010767232.1	ENSGACP00000012133.1
OG0006403	XP_010767233.1	ENSGACP00000010509.1
OG0006404	XP_010767235.1	ENSGACP00000020189.1
OG0006405	XP_010767236.1	ENSGACP00000020190.1
OG0006406	XP_010767241.1	ENSGACP00000024976.1
OG0006407	XP_010767242.1	ENSGACP00000024964.1
OG0006408	XP_010767245.1	ENSGACP00000009902.1
OG0006409	XP_010767246.1	ENSGACP00000009853.1
OG0006410	XP_010767247.1	ENSGACP00000017631.1
OG0006411	XP_010767253.1	ENSGACP00000003482.1
OG0006412	XP_010767255.1	ENSGACP00000007830.1
OG0006413	XP_010767256.1	ENSGACP00000021852.1
OG0006414	XP_010767257.1	ENSGACP00000007617.1
OG0006415	XP_010767265.1	ENSGACP00000007577.1
OG0006416	XP_010767268.1	ENSGACP00000007568.1
OG0006417	XP_010767270.1	ENSGACP00000018213.1
OG0006418	XP_010767274.1	ENSGACP00000024094.1
OG0006419	XP_010767275.1	ENSGACP00000024101.1
OG0006420	XP_010767276.1	ENSGACP00000024113.1
OG0006421	XP_010767277.1	ENSGACP00000024090.1
OG0006422	XP_010767282.1	ENSGACP00000024084.1
OG0006423	XP_010767284.1	ENSGACP00000024078.1
OG0006424	XP_010767286.1	ENSGACP00000024076.1
OG0006425	XP_010767290.1	ENSGACP00000024071.1
OG0006426	XP_010767291.1	ENSGACP00000024069.1
OG0006427	XP_010767304.1	ENSGACP00000006885.1
OG0006428	XP_010767327.1	ENSGACP00000024852.1
OG0006429	XP_010767331.1	ENSGACP00000014824.1
OG0006430	XP_010767334.1	ENSGACP00000012921.1
OG0006431	XP_010767337.1	ENSGACP00000011377.1
OG0006432	XP_010767338.1	ENSGACP00000007977.1
OG0006433	XP_010767344.1	ENSGACP00000012934.1
OG0006434	XP_010767347.1	ENSGACP00000000221.1
OG0006435	XP_010767352.1	ENSGACP00000014928.1
OG0006436	XP_010767353.1	ENSGACP00000012958.1
OG0006437	XP_010767359.1	ENSGACP00000000218.1
OG0006438	XP_010767364.1	ENSGACP00000012967.1
OG0006439	XP_010767365.1	ENSGACP00000026863.1
OG0006440	XP_010767366.1	ENSGACP00000026662.1
OG0006441	XP_010767367.1	ENSGACP00000026862.2
OG0006442	XP_010767368.1	ENSGACP00000001375.1
OG0006443	XP_010767373.1	ENSGACP00000012991.1
OG0006444	XP_010767374.1	ENSGACP00000007510.1
OG0006445	XP_010767375.1	ENSGACP00000019390.1
OG0006446	XP_010767376.1	ENSGACP00000019393.1
OG0006447	XP_010767377.1	ENSGACP00000010969.1
OG0006448	XP_010767383.1	ENSGACP00000018127.1
OG0006449	XP_010767393.1	ENSGACP00000016312.2
OG0006450	XP_010767398.1	ENSGACP00000013642.1
OG0006451	XP_010767402.1	ENSGACP00000005156.1
OG0006452	XP_010767404.1	ENSGACP00000018698.1
OG0006453	XP_010767406.1	ENSGACP00000012904.1
OG0006454	XP_010767411.1	ENSGACP00000006590.1
OG0006455	XP_010767413.1	ENSGACP00000006635.1
OG0006456	XP_010767417.1	ENSGACP00000010151.1
OG0006457	XP_010767419.1	ENSGACP00000010044.1
OG0006458	XP_010767420.1	ENSGACP00000010033.1
OG0006459	XP_010767427.1	ENSGACP00000005545.1
OG0006460	XP_010767435.1	ENSGACP00000016344.1
OG0006461	XP_010767436.1	ENSGACP00000005085.1
OG0006462	XP_010767437.1	ENSGACP00000019684.1
OG0006463	XP_010767439.1	ENSGACP00000018962.1
OG0006464	XP_010767447.1	ENSGACP00000014808.2
OG0006465	XP_010767448.1	ENSGACP00000007895.2
OG0006466	XP_010767451.1	ENSGACP00000013110.1
OG0006467	XP_010767452.1	ENSGACP00000014933.1
OG0006468	XP_010767459.1	ENSGACP00000018784.1
OG0006469	XP_010767473.1	ENSGACP00000010005.1
OG0006470	XP_010767476.1	ENSGACP00000010043.1
OG0006471	XP_010767479.1	ENSGACP00000018081.1
OG0006472	XP_010767484.1	ENSGACP00000010094.1
OG0006473	XP_010767489.1	ENSGACP00000010100.1
OG0006474	XP_010767490.1	ENSGACP00000014835.1
OG0006475	XP_010767495.1	ENSGACP00000019410.1
OG0006476	XP_010767498.1	ENSGACP00000018109.1
OG0006477	XP_010767500.1	ENSGACP00000021825.1
OG0006478	XP_010767506.1	ENSGACP00000023658.1
OG0006479	XP_010767509.1	ENSGACP00000001000.1
OG0006480	XP_010767511.1	ENSGACP00000010081.1
OG0006481	XP_010767513.1	ENSGACP00000019715.1
OG0006482	XP_010767516.1	ENSGACP00000019534.1
OG0006483	XP_010767523.1	ENSGACP00000006153.1
OG0006484	XP_010767526.1	ENSGACP00000005136.1
OG0006485	XP_010767538.1	ENSGACP00000012891.1
OG0006486	XP_010767540.1	ENSGACP00000012950.1
OG0006487	XP_010767543.1	ENSGACP00000013155.2
OG0006488	XP_010767555.1	ENSGACP00000018623.1
OG0006489	XP_010767559.1	ENSGACP00000019033.1
OG0006490	XP_010767562.1	ENSGACP00000010934.1
OG0006491	XP_010767565.1	ENSGACP00000006142.1
OG0006492	XP_010767566.1	ENSGACP00000006148.1
OG0006493	XP_010767577.1	ENSGACP00000002060.1
OG0006494	XP_010767581.1	ENSGACP00000002192.1
OG0006495	XP_010767582.1	ENSGACP00000002188.1
OG0006496	XP_010767587.1	ENSGACP00000012775.1
OG0006497	XP_010767588.1	ENSGACP00000008039.1
OG0006498	XP_010767590.1	ENSGACP00000016257.1
OG0006499	XP_010767594.1	ENSGACP00000018014.2
OG0006500	XP_010767596.1	ENSGACP00000012421.1
OG0006501	XP_010767598.1	ENSGACP00000023792.1
OG0006502	XP_010767600.1	ENSGACP00000023811.1
OG0006503	XP_010767601.1	ENSGACP00000023808.1
OG0006504	XP_010767608.1	ENSGACP00000001393.1
OG0006505	XP_010767609.1	ENSGACP00000009459.1
OG0006506	XP_010767613.1	ENSGACP00000017958.1
OG0006507	XP_010767626.1	ENSGACP00000015762.1
OG0006508	XP_010767629.1	ENSGACP00000009781.1
OG0006509	XP_010767633.1	ENSGACP00000015760.1
OG0006510	XP_010767637.1	ENSGACP00000012213.1
OG0006511	XP_010767639.1	ENSGACP00000001257.1
OG0006512	XP_010767642.1	ENSGACP00000017960.1
OG0006513	XP_010767644.1	ENSGACP00000005091.1
OG0006514	XP_010767648.1	ENSGACP00000013961.1
OG0006515	XP_010767655.1	ENSGACP00000015053.1
OG0006516	XP_010767658.1	ENSGACP00000008099.1
OG0006517	XP_010767668.1	ENSGACP00000002238.1
OG0006518	XP_010767669.1	ENSGACP00000001398.1
OG0006519	XP_010767671.1	ENSGACP00000016042.2
OG0006520	XP_010767676.1	ENSGACP00000019782.1
OG0006521	XP_010767678.1	ENSGACP00000012059.1
OG0006522	XP_010767680.1	ENSGACP00000018000.1
OG0006523	XP_010767681.1	ENSGACP00000006725.1
OG0006524	XP_010767688.1	ENSGACP00000018007.1
OG0006525	XP_010767690.1	ENSGACP00000021051.1
OG0006526	XP_010767693.1	ENSGACP00000021053.1
OG0006527	XP_010767698.1	ENSGACP00000017951.1
OG0006528	XP_010767700.1	ENSGACP00000014222.1
OG0006529	XP_010767702.1	ENSGACP00000017004.3
OG0006530	XP_010767704.1	ENSGACP00000005772.1
OG0006531	XP_010767708.1	ENSGACP00000015139.1
OG0006532	XP_010767716.1	ENSGACP00000015412.1
OG0006533	XP_010767718.1	ENSGACP00000004184.1
OG0006534	XP_010767722.1	ENSGACP00000009942.1
OG0006535	XP_010767731.1	ENSGACP00000005266.1
OG0006536	XP_010767736.1	ENSGACP00000026424.1
OG0006537	XP_010767737.1	ENSGACP00000017935.1
OG0006538	XP_010767738.1	ENSGACP00000002280.1
OG0006539	XP_010767753.1	ENSGACP00000026139.1
OG0006540	XP_010767754.1	ENSGACP00000027441.1
OG0006541	XP_010767757.1	ENSGACP00000007030.1
OG0006542	XP_010767758.1	ENSGACP00000017911.1
OG0006543	XP_010767759.1	ENSGACP00000024687.1
OG0006544	XP_010767763.1	ENSGACP00000021493.1
OG0006545	XP_010767764.1	ENSGACP00000002857.1
OG0006546	XP_010767766.1	ENSGACP00000005240.1
OG0006547	XP_010767769.1	ENSGACP00000017909.1
OG0006548	XP_010767770.1	ENSGACP00000010355.1
OG0006549	XP_010767771.1	ENSGACP00000005087.1
OG0006550	XP_010767772.1	ENSGACP00000005092.1
OG0006551	XP_010767773.1	ENSGACP00000005112.1
OG0006552	XP_010767774.1	ENSGACP00000015208.1
OG0006553	XP_010767776.1	ENSGACP00000015257.1
OG0006554	XP_010767777.1	ENSGACP00000015248.1
OG0006555	XP_010767779.1	ENSGACP00000015260.1
OG0006556	XP_010767780.1	ENSGACP00000017878.1
OG0006557	XP_010767782.1	ENSGACP00000015374.1
OG0006558	XP_010767783.1	ENSGACP00000015323.1
OG0006559	XP_010767784.1	ENSGACP00000015297.1
OG0006560	XP_010767789.1	ENSGACP00000015184.1
OG0006561	XP_010767790.1	ENSGACP00000010960.1
OG0006562	XP_010767791.1	ENSGACP00000015358.2
OG0006563	XP_010767795.1	ENSGACP00000014330.1
OG0006564	XP_010767798.1	ENSGACP00000004209.1
OG0006565	XP_010767800.1	ENSGACP00000010964.1
OG0006566	XP_010767801.1	ENSGACP00000004222.1
OG0006567	XP_010767804.1	ENSGACP00000004238.1
OG0006568	XP_010767809.1	ENSGACP00000024347.1
OG0006569	XP_010767812.1	ENSGACP00000001016.1
OG0006570	XP_010767813.1	ENSGACP00000001010.1
OG0006571	XP_010767823.1	ENSGACP00000016828.1
OG0006572	XP_010767824.1	ENSGACP00000002334.1
OG0006573	XP_010767834.1	ENSGACP00000024342.2
OG0006574	XP_010767835.1	ENSGACP00000011252.1
OG0006575	XP_010767836.1	ENSGACP00000011254.1
OG0006576	XP_010767837.1	ENSGACP00000011219.1
OG0006577	XP_010767848.1	ENSGACP00000018597.1
OG0006578	XP_010767849.1	ENSGACP00000007194.1
OG0006579	XP_010767857.1	ENSGACP00000019740.1
OG0006580	XP_010767863.1	ENSGACP00000011028.1
OG0006581	XP_010767865.1	ENSGACP00000014908.1
OG0006582	XP_010767870.1	ENSGACP00000017961.1
OG0006583	XP_010767873.1	ENSGACP00000000046.1
OG0006584	XP_010767876.1	ENSGACP00000000048.1
OG0006585	XP_010767881.1	ENSGACP00000007867.1
OG0006586	XP_010767884.1	ENSGACP00000017449.1
OG0006587	XP_010767887.1	ENSGACP00000017434.1
OG0006588	XP_010767888.1	ENSGACP00000017423.1
OG0006589	XP_010767897.1	ENSGACP00000022026.2
OG0006590	XP_010767902.1	ENSGACP00000013484.1
OG0006591	XP_010767905.1	ENSGACP00000006891.1
OG0006592	XP_010767906.1	ENSGACP00000024825.1
OG0006593	XP_010767909.1	ENSGACP00000000587.1
OG0006594	XP_010767918.1	ENSGACP00000005423.1
OG0006595	XP_010767920.1	ENSGACP00000023862.1
OG0006596	XP_010767921.1	ENSGACP00000023858.1
OG0006597	XP_010767930.1	ENSGACP00000009908.1
OG0006598	XP_010767931.1	ENSGACP00000022131.1
OG0006599	XP_010767932.1	ENSGACP00000022137.1
OG0006600	XP_010767946.1	ENSGACP00000022179.1
OG0006601	XP_010767947.1	ENSGACP00000017916.1
OG0006602	XP_010767949.1	ENSGACP00000023866.1
OG0006603	XP_010767950.1	ENSGACP00000022121.1
OG0006604	XP_010767954.1	ENSGACP00000026220.1
OG0006605	XP_010767970.1	ENSGACP00000004738.1
OG0006606	XP_010767977.1	ENSGACP00000025510.1
OG0006607	XP_010767980.1	ENSGACP00000023726.1
OG0006608	XP_010767981.1	ENSGACP00000023724.1
OG0006609	XP_010767982.1	ENSGACP00000023722.1
OG0006610	XP_010767983.1	ENSGACP00000023721.1
OG0006611	XP_010767985.1	ENSGACP00000023719.1
OG0006612	XP_010767987.1	ENSGACP00000018791.1
OG0006613	XP_010767989.1	ENSGACP00000024326.1
OG0006614	XP_010767991.1	ENSGACP00000020230.1
OG0006615	XP_010767994.1	ENSGACP00000008896.1
OG0006616	XP_010768009.1	ENSGACP00000019606.1
OG0006617	XP_010768011.1	ENSGACP00000004174.1
OG0006618	XP_010768012.1	ENSGACP00000026625.1
OG0006619	XP_010768014.1	ENSGACP00000001131.1
OG0006620	XP_010768016.1	ENSGACP00000003102.1
OG0006621	XP_010768018.1	ENSGACP00000026650.1
OG0006622	XP_010768021.1	ENSGACP00000026653.1
OG0006623	XP_010768030.1	ENSGACP00000014556.1
OG0006624	XP_010768031.1	ENSGACP00000014525.1
OG0006625	XP_010768034.1	ENSGACP00000014540.1
OG0006626	XP_010768037.1	ENSGACP00000014516.1
OG0006627	XP_010768038.1	ENSGACP00000014493.1
OG0006628	XP_010768041.1	ENSGACP00000014434.1
OG0006629	XP_010768045.1	ENSGACP00000014450.1
OG0006630	XP_010768046.1	ENSGACP00000014471.1
OG0006631	XP_010768047.1	ENSGACP00000014480.1
OG0006632	XP_010768051.1	ENSGACP00000026000.1
OG0006633	XP_010768063.1	ENSGACP00000007247.1
OG0006634	XP_010768064.1	ENSGACP00000001402.3
OG0006635	XP_010768073.1	ENSGACP00000023962.1
OG0006636	XP_010768074.1	ENSGACP00000023959.2
OG0006637	XP_010768080.1	ENSGACP00000010531.1
OG0006638	XP_010768084.1	ENSGACP00000027012.1
OG0006639	XP_010768085.1	ENSGACP00000027009.1
OG0006640	XP_010768087.1	ENSGACP00000025857.1
OG0006641	XP_010768090.1	ENSGACP00000026071.1
OG0006642	XP_010768091.1	ENSGACP00000021275.1
OG0006643	XP_010768093.1	ENSGACP00000021277.1
OG0006644	XP_010768102.1	ENSGACP00000014858.1
OG0006645	XP_010768108.1	ENSGACP00000012092.1
OG0006646	XP_010768111.1	ENSGACP00000016467.1
OG0006647	XP_010768112.1	ENSGACP00000002894.1
OG0006648	XP_010768116.1	ENSGACP00000012369.1
OG0006649	XP_010768119.1	ENSGACP00000012377.1
OG0006650	XP_010768123.1	ENSGACP00000016625.1
OG0006651	XP_010768126.1	ENSGACP00000018011.1
OG0006652	XP_010768127.1	ENSGACP00000008330.2
OG0006653	XP_010768141.1	ENSGACP00000011873.1
OG0006654	XP_010768152.1	ENSGACP00000011201.1
OG0006655	XP_010768153.1	ENSGACP00000011213.1
OG0006656	XP_010768154.1	ENSGACP00000011262.1
OG0006657	XP_010768155.1	ENSGACP00000011344.1
OG0006658	XP_010768156.1	ENSGACP00000011265.1
OG0006659	XP_010768157.1	ENSGACP00000011350.1
OG0006660	XP_010768158.1	ENSGACP00000016781.1
OG0006661	XP_010768161.1	ENSGACP00000005711.1
OG0006662	XP_010768163.1	ENSGACP00000009498.1
OG0006663	XP_010768164.1	ENSGACP00000020428.1
OG0006664	XP_010768166.1	ENSGACP00000020426.1
OG0006665	XP_010768169.1	ENSGACP00000025835.1
OG0006666	XP_010768173.1	ENSGACP00000018798.1
OG0006667	XP_010768174.1	ENSGACP00000010173.1
OG0006668	XP_010768177.1	ENSGACP00000010202.1
OG0006669	XP_010768182.1	ENSGACP00000009523.1
OG0006670	XP_010768183.1	ENSGACP00000020339.1
OG0006671	XP_010768190.1	ENSGACP00000020338.1
OG0006672	XP_010768196.1	ENSGACP00000022216.1
OG0006673	XP_010768198.1	ENSGACP00000017497.1
OG0006674	XP_010768201.1	ENSGACP00000007555.1
OG0006675	XP_010768202.1	ENSGACP00000010685.1
OG0006676	XP_010768203.1	ENSGACP00000010212.2
OG0006677	XP_010768212.1	ENSGACP00000018575.1
OG0006678	XP_010768213.1	ENSGACP00000004689.1
OG0006679	XP_010768216.1	ENSGACP00000019856.1
OG0006680	XP_010768219.1	ENSGACP00000019854.1
OG0006681	XP_010768224.1	ENSGACP00000019833.1
OG0006682	XP_010768227.1	ENSGACP00000019212.1
OG0006683	XP_010768229.1	ENSGACP00000007281.1
OG0006684	XP_010768232.1	ENSGACP00000000829.1
OG0006685	XP_010768233.1	ENSGACP00000027050.1
OG0006686	XP_010768234.1	ENSGACP00000018935.1
OG0006687	XP_010768236.1	ENSGACP00000027047.1
OG0006688	XP_010768240.1	ENSGACP00000018942.1
OG0006689	XP_010768243.1	ENSGACP00000018990.1
OG0006690	XP_010768247.1	ENSGACP00000009716.1
OG0006691	XP_010768248.1	ENSGACP00000009719.1
OG0006692	XP_010768249.1	ENSGACP00000025876.1
OG0006693	XP_010768252.1	ENSGACP00000005491.1
OG0006694	XP_010768254.1	ENSGACP00000005486.1
OG0006695	XP_010768255.1	ENSGACP00000005432.1
OG0006696	XP_010768261.1	ENSGACP00000005368.1
OG0006697	XP_010768262.1	ENSGACP00000005352.1
OG0006698	XP_010768263.1	ENSGACP00000005480.1
OG0006699	XP_010768266.1	ENSGACP00000022354.1
OG0006700	XP_010768268.1	ENSGACP00000022352.1
OG0006701	XP_010768274.1	ENSGACP00000005402.1
OG0006702	XP_010768279.1	ENSGACP00000019549.1
OG0006703	XP_010768280.1	ENSGACP00000026829.1
OG0006704	XP_010768282.1	ENSGACP00000022703.1
OG0006705	XP_010768283.1	ENSGACP00000022708.1
OG0006706	XP_010768290.1	ENSGACP00000000530.1
OG0006707	XP_010768299.1	ENSGACP00000016144.1
OG0006708	XP_010768313.1	ENSGACP00000015675.1
OG0006709	XP_010768325.1	ENSGACP00000016398.1
OG0006710	XP_010768339.1	ENSGACP00000000840.1
OG0006711	XP_010768340.1	ENSGACP00000011898.1
OG0006712	XP_010768341.1	ENSGACP00000015845.2
OG0006713	XP_010768351.1	ENSGACP00000020364.1
OG0006714	XP_010768353.1	ENSGACP00000006244.1
OG0006715	XP_010768354.1	ENSGACP00000020381.1
OG0006716	XP_010768355.1	ENSGACP00000020386.1
OG0006717	XP_010768363.1	ENSGACP00000009554.1
OG0006718	XP_010768365.1	ENSGACP00000025839.1
OG0006719	XP_010768366.1	ENSGACP00000025837.2
OG0006720	XP_010768370.1	ENSGACP00000009717.1
